DATE,d,TNK,TRT,TotEggs,femwt,#FEM,eggs/fem,Eggs_gFem,#fert,#vbl,#fert/fem,#vbl/fem,#fert/gfem,#vbl/gfem,PctFert,PctVBL
06/24/10,17,16,control,6120,61.1,2,3060,100.1636661,1708.5,1071,854.25,535.5,27.96235679,17.52864157,55.83333333,35
06/25/10,18,16,control,6335,61.1,2,3167.5,103.6824877,603.3333333,362,301.6666667,181,9.87452264,5.924713584,19.04761905,11.42857143
06/26/10,19,16,control,5759.333333,61.3,2,2879.666667,93.95323545,679.1666667,0,339.5833333,0,11.07939097,0,23.58490566,0
06/27/10,20,16,control,5220,61.3,2,2610,85.15497553,1305,877.5,652.5,438.75,21.28874388,14.31484502,50,33.62068966
06/28/10,21,16,control,7224,61.3,2,3612,117.8466558,1347.333333,888.6666667,673.6666667,444.3333333,21.9793366,14.49700924,37.3015873,24.6031746
06/29/10,22,16,control,2000,61.3,2,1000,32.62642741,66.66666667,66.66666667,33.33333333,33.33333333,1.08754758,1.08754758,6.666666667,6.666666667
06/30/10,23,16,control,4169.333333,61.3,2,2084.666667,68.01522567,848,371,424,185.5,13.83360522,6.052202284,40.6779661,17.79661017
07/01/10,24,16,control,3596.666667,58.2,2,1798.333333,61.79839633,151.6666667,65,75.83333333,32.5,2.605956472,1.116838488,8.43373494,3.614457831
06/08/10,1,17,control,7315,60.4,2,3657.5,121.1092715,616,423.5,308,211.75,10.1986755,7.011589404,16.84210526,11.57894737
06/09/10,2,17,control,3800,60.4,2,1900,62.91390728,516.6666667,266.6666667,258.3333333,133.3333333,8.554083885,4.415011038,27.19298246,14.03508772
06/10/10,3,17,control,3066,60.4,2,1533,50.7615894,0,0,0,0,0,0,0,0
06/11/10,4,17,control,4256,60.4,2,2128,70.46357616,0,0,0,0,0,0,0,0
06/12/10,5,17,control,2765.333333,60.4,2,1382.666667,45.78366446,630.3333333,325.3333333,315.1666667,162.6666667,10.43598234,5.386313466,45.58823529,23.52941176
06/13/10,6,17,control,4505.333333,60.4,2,2252.666667,74.59161148,908.3333333,399.6666667,454.1666667,199.8333333,15.03863135,6.616997792,40.32258065,17.74193548
06/14/10,7,17,control,4658.333333,60.4,2,2329.166667,77.12472406,860,573.3333333,430,286.6666667,14.2384106,9.492273731,36.92307692,24.61538462
06/15/10,8,17,control,4526.666667,60.4,2,2263.333333,74.94481236,873,517.3333333,436.5,258.6666667,14.45364238,8.565121413,38.57142857,22.85714286
06/16/10,9,17,control,1870,60.4,2,935,30.9602649,440,137.5,220,68.75,7.284768212,2.276490066,47.05882353,14.70588235
06/17/10,10,17,control,3056.666667,60.4,2,1528.333333,50.60706402,1026.166667,524,513.0833333,262,16.98951435,8.675496689,67.14285714,34.28571429
06/18/10,11,17,control,1903,60.2,2,951.5,31.61129568,720.8333333,288.3333333,360.4166667,144.1666667,11.97397564,4.789590255,75.75757576,30.3030303
06/19/10,12,17,control,4116,60.2,2,2058,68.37209302,1739.5,1053.5,869.75,526.75,28.89534884,17.5,84.52380952,51.19047619
06/20/10,13,17,control,4025,60.2,2,2012.5,66.86046512,904.1666667,495.8333333,452.0833333,247.9166667,15.01937984,8.236434109,44.92753623,24.63768116
06/21/10,14,17,control,3080,60.2,2,1540,51.1627907,1050,326.6666667,525,163.3333333,17.44186047,5.426356589,68.18181818,21.21212121
06/22/10,15,17,control,1356.666667,58.1,2,678.3333333,23.35054504,385,201.6666667,192.5,100.8333333,6.626506024,3.471026965,56.75675676,29.72972973
06/23/10,16,17,control,3352.666667,58.1,2,1676.333333,57.70510614,695.5,481.5,347.75,240.75,11.9707401,8.287435456,41.4893617,28.72340426
06/24/10,17,17,control,2011.666667,58.1,2,1005.833333,34.62421113,425,226.6666667,212.5,113.3333333,7.314974182,3.901319564,42.25352113,22.53521127
06/25/10,18,17,control,2047.333333,58.1,2,1023.666667,35.23809524,567.3333333,320.6666667,283.6666667,160.3333333,9.764773379,5.519219736,55.42168675,31.3253012
06/26/10,19,17,control,2150,57.5,2,1075,37.39130435,616.3333333,415.6666667,308.1666667,207.8333333,10.71884058,7.228985507,57.33333333,38.66666667
06/27/10,20,17,control,3375,57.5,2,1687.5,58.69565217,812.5,475,406.25,237.5,14.13043478,8.260869565,48.14814815,28.14814815
06/28/10,21,17,control,1116,57.5,2,558,19.40869565,171,90,85.5,45,2.973913043,1.565217391,30.64516129,16.12903226
06/29/10,22,17,control,2280,57.5,2,1140,39.65217391,430,270,215,135,7.47826087,4.695652174,37.71929825,23.68421053
06/30/10,23,17,control,2002,57.5,2,1001,34.8173913,481,299,240.5,149.5,8.365217391,5.2,48.05194805,29.87012987
07/01/10,24,17,control,465,29.6,1,465,15.70945946,248,134.3333333,248,134.3333333,8.378378378,4.538288288,53.33333333,28.88888889
06/08/10,1,18,0.75ug/kg,5792,68.4,2,2896,84.67836257,0,0,0,0,0,0,0,0
06/09/10,2,18,0.75ug/kg,6501.333333,68.4,2,3250.666667,95.04873294,1413.333333,530,706.6666667,265,20.66276803,7.748538012,43.47826087,16.30434783
06/10/10,3,18,0.75ug/kg,5700,68.4,2,2850,83.33333333,2375,1013.333333,1187.5,506.6666667,34.72222222,14.81481481,83.33333333,35.55555556
06/11/10,4,18,0.75ug/kg,6944,68.4,2,3472,101.5204678,1904,821.3333333,952,410.6666667,27.83625731,12.00779727,54.83870968,23.65591398
06/12/10,5,18,0.75ug/kg,5648.666667,68.4,2,2824.333333,82.582846,1908.333333,534.3333333,954.1666667,267.1666667,27.89961014,7.811890838,67.56756757,18.91891892
06/13/10,6,18,0.75ug/kg,2698,68.4,2,1349,39.44444444,1183.333333,426,591.6666667,213,17.30019493,6.228070175,87.71929825,31.57894737
06/14/10,7,18,0.75ug/kg,2646,68.4,2,1323,38.68421053,621,297,310.5,148.5,9.078947368,4.342105263,46.93877551,22.44897959
06/15/10,8,18,0.75ug/kg,1812,68.4,2,906,26.49122807,729.8333333,251.6666667,364.9166667,125.8333333,10.67007797,3.679337232,80.55555556,27.77777778
06/16/10,9,18,0.75ug/kg,2666,68.4,2,1333,38.97660819,1139.5,559,569.75,279.5,16.65935673,8.17251462,85.48387097,41.93548387
06/17/10,10,18,0.75ug/kg,1698.666667,68.4,2,849.3333333,24.83430799,65.33333333,49,32.66666667,24.5,0.955165692,0.716374269,7.692307692,5.769230769
06/18/10,11,18,0.75ug/kg,3672,69.4,2,1836,52.91066282,1178.666667,612,589.3333333,306,16.98366955,8.818443804,64.19753086,33.33333333
06/19/10,12,18,0.75ug/kg,7290,69.4,2,3645,105.0432277,2997,1917,1498.5,958.5,43.18443804,27.62247839,82.22222222,52.59259259
06/20/10,13,18,0.75ug/kg,5520,69.4,2,2760,79.5389049,1717.333333,613.3333333,858.6666667,306.6666667,24.74543708,8.8376561,62.22222222,22.22222222
06/21/10,14,18,0.75ug/kg,5173.666667,69.4,2,2586.833333,74.54851105,1807.666667,716.8333333,903.8333333,358.4166667,26.04707012,10.32901057,69.87951807,27.71084337
06/22/10,15,18,0.75ug/kg,4256,68.2,2,2128,62.40469208,1344,504,672,252,19.70674487,7.390029326,63.15789474,23.68421053
06/23/10,16,18,0.75ug/kg,5189.333333,68.2,2,2594.666667,76.08993157,1135.166667,579.1666667,567.5833333,289.5833333,16.64467253,8.492179863,43.75,22.32142857
06/24/10,17,18,0.75ug/kg,4077,68.2,2,2038.5,59.78005865,453,201.3333333,226.5,100.6666667,6.642228739,2.952101662,22.22222222,9.87654321
06/25/10,18,18,0.75ug/kg,4582,68.2,2,2291,67.18475073,928,464,464,232,13.60703812,6.803519062,40.50632911,20.25316456
06/26/10,19,18,0.75ug/kg,5184.666667,67.5,2,2592.333333,76.80987654,641.6666667,231,320.8333333,115.5,9.50617284,3.422222222,24.75247525,8.910891089
06/27/10,20,18,0.75ug/kg,3185,67.5,2,1592.5,47.18518519,147,147,73.5,73.5,2.177777778,2.177777778,9.230769231,9.230769231
06/28/10,21,18,0.75ug/kg,490.6666667,67.5,2,245.3333333,7.269135802,153.3333333,153.3333333,76.66666667,76.66666667,2.271604938,2.271604938,62.5,62.5
06/29/10,22,18,0.75ug/kg,6158.666667,67.5,2,3079.333333,91.23950617,894,372.5,447,186.25,13.24444444,5.518518519,29.03225806,12.09677419
06/30/10,23,18,0.75ug/kg,2755,67.5,2,1377.5,41.74242424,823.3333333,443.3333333,411.6666667,221.6666667,12.47474747,6.717171717,59.77011494,32.18390805
07/01/10,24,18,0.75ug/kg,300,66,2,150,4.545454545,0,0,0,0,0,0,0,0
